# Simulation 2 (Up to date)
# 374 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
27.69,42.725,42.725,-4.163,4.549,0.025,0.888,-31.815,1.724e-4,31.815,270,1.835,0.888,45,-4.052e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.603,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.211,90,14.722,1008.239,0.001,340.221,0.012,1.198e5,2.5,4.909,0.213,0.429,0
27.902,41.841,41.841,-4.158,4.624,-0.035,0.297,-32.226,1.724e-4,32.226,270,2.024,0.295,45,-4.104e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.597,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,90,14.728,1008.343,0.001,340.224,0.012,1.192e5,2.5,4.909,0.213,0.429,0
28.115,40.955,40.955,-4.165,4.658,-0.003,0.124,-32.663,1.724e-4,32.663,270,2.087,0.124,45,-4.16e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.139,90,14.734,1008.447,0.001,340.228,0.012,1.194e5,2.5,4.909,0.212,0.429,0
28.327,40.07,40.07,-4.166,4.671,0.001,0.146,-33.109,1.724e-4,33.109,270,2.113,0.146,45,-4.216e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.175,90,14.74,1008.55,0.001,340.231,0.012,1.194e5,2.5,4.909,0.212,0.43,0
28.54,39.186,39.186,-4.165,4.685,0.01,0.456,-33.561,1.724e-4,33.561,270,2.144,0.456,45,-4.274e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.337,90,14.745,1008.654,0.001,340.235,0.012,1.196e5,2.5,4.909,0.212,0.43,0
28.752,38.301,38.301,-4.163,4.728,-0.007,0.227,-34.027,1.724e-4,34.027,270,2.241,0.227,45,-4.333e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.337,90,14.751,1008.758,0.001,340.238,0.012,1.194e5,2.5,4.909,0.212,0.43,0
28.965,37.416,37.416,-4.165,4.752,0.002,0.261,-34.508,1.724e-4,34.508,270,2.289,0.261,45,-4.395e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.178,90,14.757,1008.862,0.001,340.242,0.012,1.195e5,2.5,4.909,0.212,0.43,0
29.177,36.532,36.532,-4.164,4.725,0.005,0.383,-34.989,1.724e-4,34.989,270,2.234,0.383,45,-4.456e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.071,90,14.763,1008.965,0.001,340.245,0.012,1.195e5,2.5,4.909,0.212,0.43,0
29.389,35.648,35.648,-4.163,4.687,-0.004,0.222,-35.454,1.724e-4,35.454,270,2.152,0.222,45,-4.515e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.246,90,14.768,1009.069,0.001,340.248,0.012,1.194e5,2.5,4.909,0.212,0.43,0
29.602,34.763,34.763,-4.164,4.709,7.166e-5,0.186,-35.916,1.724e-4,35.916,270,2.199,0.186,45,-4.574e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,90,14.774,1009.173,0.001,340.252,0.012,1.195e5,2.5,4.909,0.5,0.431,0
30.102,32.681,32.681,-4.164,4.666,0.013,0.501,-36.993,1.724e-4,36.993,270,2.106,0.501,45,-4.711e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.319,90,14.788,1009.417,0.001,340.26,0.012,1.196e5,2.5,4.909,0.212,0.431,0
30.314,31.797,31.797,-4.161,4.713,-0.009,0.228,-37.451,1.724e-4,37.451,270,2.213,0.228,45,-4.769e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.309,90,14.793,1009.521,0.001,340.264,0.012,1.194e5,2.5,4.909,0.212,0.431,0
30.527,30.913,30.913,-4.163,4.738,0.003,0.323,-37.927,1.724e-4,37.927,270,2.261,0.323,45,-4.83e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.398,90,14.799,1009.624,0.001,340.267,0.012,1.195e5,2.5,4.909,0.212,0.431,0
30.739,30.029,30.029,-4.163,4.77,-0.004,0.088,-38.414,1.724e-4,38.414,270,2.33,0.087,45,-4.892e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.292,90,14.805,1009.728,0.001,340.271,0.012,1.194e5,2.5,4.909,0.212,0.431,0
30.951,29.145,29.145,-4.164,4.762,0.003,0.238,-38.907,1.724e-4,38.907,270,2.311,0.238,45,-4.955e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,90,14.811,1009.832,0.001,340.274,0.012,1.195e5,2.5,4.909,0.212,0.431,0
31.164,28.261,28.261,-4.163,4.737,0.002,0.269,-39.392,1.724e-4,39.392,270,2.261,0.269,45,-5.017e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,90,14.816,1009.935,0.001,340.278,0.012,1.195e5,2.5,4.909,0.212,0.431,0
31.376,27.378,27.378,-4.162,4.71,-0.003,0.016,-39.866,1.724e-4,39.866,270,2.203,0.015,45,-5.077e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,90,14.822,1010.039,0.001,340.281,0.012,1.195e5,2.5,4.909,0.212,0.432,0
31.588,26.494,26.494,-4.163,4.712,0.001,0.071,-40.334,1.724e-4,40.334,270,2.207,0.071,45,-5.136e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.237,90,14.828,1010.143,0.001,340.285,0.012,1.195e5,2.5,4.909,0.212,0.432,0
31.8,25.61,25.61,-4.163,4.719,0.006,0.315,-40.804,1.724e-4,40.804,270,2.222,0.315,45,-5.196e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,90,14.834,1010.246,0.001,340.288,0.012,1.195e5,2.5,4.909,0.212,0.432,0
32.013,24.727,24.727,-4.162,4.686,-0.004,0.02,-41.268,1.724e-4,41.268,270,2.155,0.02,45,-5.255e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.163,90,14.839,1010.35,0.001,340.292,0.012,1.195e5,2.5,4.909,0.212,0.432,0
32.225,23.843,23.843,-4.163,4.689,0.009,0.41,-41.726,1.724e-4,41.726,270,2.159,0.41,45,-5.314e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.333,90,14.845,1010.454,0.001,340.295,0.012,1.196e5,2.5,4.909,0.212,0.432,0
32.437,22.96,22.96,-4.161,4.728,0.035,0.919,-42.193,1.724e-4,42.193,270,2.246,0.919,45,-5.373e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.603,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.858,90,14.851,1010.557,0.001,340.298,0.012,1.2e5,2.5,4.909,0.212,0.432,0
32.65,22.077,22.077,-4.153,4.632,-0.029,0.495,-42.65,1.724e-4,42.65,270,2.051,0.494,45,-5.431e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.841,90,14.856,1010.661,0.001,340.302,0.012,1.194e5,2.5,4.909,0.213,0.433,0
32.862,21.194,21.194,-4.159,4.592,-0.012,0.04,-43.075,1.724e-4,43.075,270,1.946,0.038,45,-5.486e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93,90,14.862,1010.764,0.001,340.305,0.012,1.194e5,2.5,4.909,0.212,0.433,0
33.075,20.31,20.31,-4.162,4.591,0.002,0.16,-43.487,1.724e-4,43.487,270,1.938,0.16,45,-5.538e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.006,90,14.868,1010.868,0.001,340.309,0.012,1.195e5,2.5,4.909,0.212,0.433,0
33.287,19.427,19.427,-4.161,4.605,-3.269e-4,0.059,-43.902,1.724e-4,43.902,270,1.972,0.059,45,-5.591e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,90,14.874,1010.972,0.001,340.312,0.012,1.195e5,2.5,4.909,0.212,0.433,0
33.499,18.544,18.544,-4.162,4.6,0.004,0.263,-44.319,1.724e-4,44.319,270,1.959,0.263,45,-5.644e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,90,14.879,1011.075,0.001,340.316,0.012,1.196e5,2.5,4.909,0.212,0.433,0
33.711,17.661,17.661,-4.161,4.575,0.005,0.381,-44.729,1.724e-4,44.729,270,1.904,0.381,45,-5.696e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.065,90,14.885,1011.179,0.001,340.319,0.012,1.196e5,2.5,4.909,0.212,0.433,0
33.923,16.778,16.778,-4.16,4.609,-0.001,0.324,-45.141,1.724e-4,45.141,270,1.984,0.324,45,-5.749e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.122,90,14.891,1011.282,0.001,340.323,0.012,1.195e5,2.5,4.909,0.212,0.434,0
34.136,15.895,15.895,-4.16,4.639,-0.003,0.144,-45.57,1.724e-4,45.57,270,2.053,0.144,45,-5.803e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.992,90,14.897,1011.386,0.001,340.326,0.012,1.195e5,2.5,4.909,0.212,0.434,0
34.348,15.013,15.013,-4.161,4.626,0.007,0.387,-46.002,1.724e-4,46.002,270,2.023,0.387,45,-5.858e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.859,90,14.902,1011.489,0.001,340.33,0.012,1.196e5,2.5,4.909,0.212,0.434,0
34.56,14.13,14.13,-4.159,4.59,-9.052e-4,0.341,-46.423,1.724e-4,46.423,270,1.941,0.341,45,-5.912e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.796,90,14.908,1011.593,0.001,340.333,0.012,1.196e5,2.5,4.909,0.212,0.434,0
34.772,13.248,13.248,-4.159,4.56,0.01,0.542,-46.827,1.724e-4,46.827,270,1.868,0.542,45,-5.963e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.639,90,14.914,1011.696,0.001,340.337,0.012,1.197e5,2.5,4.909,0.212,0.434,0
34.984,12.365,12.365,-4.157,4.512,-0.01,0.271,-47.211,1.724e-4,47.211,270,1.753,0.271,45,-6.012e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.638,90,14.92,1011.8,0.001,340.34,0.012,1.195e5,2.5,4.909,0.212,0.434,0
35.197,11.483,11.483,-4.159,4.492,0.001,0.29,-47.577,1.724e-4,47.577,270,1.696,0.29,45,-6.059e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.573,90,14.925,1011.903,0.001,340.344,0.012,1.196e5,2.5,4.909,0.212,0.435,0
35.409,10.6,10.6,-4.159,4.469,-0.003,0.067,-47.93,1.724e-4,47.93,270,1.634,0.067,45,-6.104e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.663,90,14.931,1012.007,0.001,340.347,0.012,1.195e5,2.5,4.909,0.212,0.435,0
35.621,9.718,9.718,-4.16,4.475,0.005,0.306,-48.278,1.724e-4,48.278,270,1.649,0.306,45,-6.148e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.519,90,14.937,1012.11,0.001,340.351,0.012,1.196e5,2.5,4.909,0.212,0.435,0
35.833,8.836,8.836,-4.159,4.45,-0.002,0.196,-48.621,1.724e-4,48.621,270,1.584,0.196,45,-6.192e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.667,90,14.943,1012.214,0.001,340.354,0.012,1.195e5,2.5,4.909,0.212,0.435,0
36.045,7.953,7.953,-4.159,4.465,0.016,0.582,-48.961,1.724e-4,48.961,270,1.625,0.582,45,-6.235e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.601,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,90,14.948,1012.317,0.001,340.358,0.012,1.197e5,2.5,4.909,0.212,0.435,0
36.257,7.072,7.072,-4.156,4.509,-0.012,0.28,-49.319,1.724e-4,49.319,270,1.749,0.28,45,-6.281e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.867,90,14.954,1012.421,0.001,340.361,0.012,1.195e5,2.5,4.909,0.212,0.435,0
36.469,6.189,6.189,-4.158,4.534,-0.002,0.16,-49.697,1.724e-4,49.697,270,1.808,0.16,45,-6.329e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876,90,14.96,1012.524,0.001,340.365,0.012,1.195e5,2.5,4.909,0.212,0.435,0
36.681,5.307,5.307,-4.159,4.548,0.022,0.662,-50.084,1.724e-4,50.084,270,1.842,0.661,45,-6.378e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.601,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.122,90,14.966,1012.628,0.001,340.368,0.012,1.198e5,2.5,4.909,0.212,0.436,0
36.894,4.426,4.426,-4.154,4.603,-0.015,0.343,-50.489,1.724e-4,50.489,270,1.982,0.342,45,-6.43e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.127,90,14.971,1012.731,0.001,340.371,0.012,1.195e5,2.5,4.909,0.212,0.436,0
37.106,3.544,3.544,-4.157,4.637,0.009,0.532,-50.918,1.724e-4,50.918,270,2.055,0.532,45,-6.484e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.28,90,14.977,1012.834,0.001,340.375,0.012,1.197e5,2.5,4.909,0.212,0.436,0
37.318,2.662,2.662,-4.155,4.687,-0.012,0.152,-51.365,1.724e-4,51.365,270,2.168,0.151,45,-6.541e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,90,14.983,1012.938,0.001,340.378,0.012,1.195e5,2.5,4.909,0.212,0.436,0
37.53,1.78,1.78,-4.158,4.704,-1.218e-4,0.068,-51.829,1.724e-4,51.829,270,2.2,0.068,45,-6.6e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.228,90,14.988,1013.041,0.001,340.382,0.012,1.196e5,2.5,4.909,0.428,0.436,0
# Event GROUND_HIT occurred at t=37.958 seconds
# Event SIMULATION_END occurred at t=37.958 seconds
37.958,0,0,-4.158,4.718,0.007,0.333,-52.777,1.724e-4,52.777,270,2.229,0.333,45,-6.721e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,90,15,1013.25,0.001,340.389,0.012,1.196e5,2.5,4.909,NaN,0.437,0
